ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.099999977900000303e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.099999995939229791e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000013978458924e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000032017688412e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000050056917544e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000068096147032e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000086135375810e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000104174605653e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000122213834430e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000140253064274e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000158292293762e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000176331522539e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000194370752382e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000212409981160e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000230449210648e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000248488439780e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000266527669268e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000284566898401e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000302606127889e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000320645357021e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000338684586509e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000356723815287e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000374763045130e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000392802274618e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000410841503395e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000428880733239e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000446919962016e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000464959191504e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000482998420637e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000501037650125e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000519076879257e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000537116108745e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000555155337878e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000573194567366e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000591233796143e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000609273025987e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000627312254764e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000645351484252e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000663390713385e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000681429942873e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000699469172716e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000717508401493e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000735547630981e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000753586860114e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000771626089602e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000789665318734e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000807704548222e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000825743777000e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000843783006843e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000861822235620e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000879861465464e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000897900694241e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000915939923729e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000933979152862e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000952018382350e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000970057611482e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100000988096840970e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001006136069748e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001024175299591e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001042214528368e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001060253758212e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001078292986989e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001096332216477e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001114371445610e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001132410675098e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001150449904230e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001168489133718e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001186528362496e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001204567592339e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001222606821116e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001240646050960e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001258685279737e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001276724509225e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001294763738358e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001312802967846e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001330842196978e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001348881426466e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001366920655244e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001384959885087e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001402999113864e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001421038343707e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001439077572485e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001457116801973e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001475156031105e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001493195260593e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001511234489726e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001529273719214e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001547312947991e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001565352177835e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001583391406612e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001601430636100e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001619469865233e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001637509094721e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001655548323853e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001673587553341e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001691626782474e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001709666011962e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001727705240739e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001745744470583e+01,1.209999997790000066e+02,9.879067649999999645e-01
3.100001763783699360e+01,1.209999997790000066e+02,9.879067649999999645e-01
