ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.502286739005279906e-04,-9.794033487150022310e+00
0.000000000000000000e+00,-1.502286746877087224e-04,-9.794033487293889451e+00
0.000000000000000000e+00,-1.502286754748894000e-04,-9.794033487437753038e+00
0.000000000000000000e+00,-1.502286762620701319e-04,-9.794033487581616626e+00
0.000000000000000000e+00,-1.502286770492508095e-04,-9.794033487725483766e+00
0.000000000000000000e+00,-1.502286778364315414e-04,-9.794033487869349131e+00
0.000000000000000000e+00,-1.502286786236122190e-04,-9.794033488013212718e+00
0.000000000000000000e+00,-1.502286794107929237e-04,-9.794033488157079859e+00
0.000000000000000000e+00,-1.502286801979736284e-04,-9.794033488300943446e+00
0.000000000000000000e+00,-1.502286809851543332e-04,-9.794033488444808810e+00
0.000000000000000000e+00,-1.502286817723350379e-04,-9.794033488588674174e+00
0.000000000000000000e+00,-1.502286825595157155e-04,-9.794033488732537762e+00
0.000000000000000000e+00,-1.502286833466964203e-04,-9.794033488876404903e+00
0.000000000000000000e+00,-1.502286841338770979e-04,-9.794033489020268490e+00
0.000000000000000000e+00,-1.502286849210578026e-04,-9.794033489164133854e+00
0.000000000000000000e+00,-1.502286857082384803e-04,-9.794033489307999218e+00
0.000000000000000000e+00,-1.502286864954191850e-04,-9.794033489451864583e+00
0.000000000000000000e+00,-1.502286872825998626e-04,-9.794033489595729947e+00
0.000000000000000000e+00,-1.502286880697805403e-04,-9.794033489739595311e+00
0.000000000000000000e+00,-1.502286888569612179e-04,-9.794033489883458898e+00
0.000000000000000000e+00,-1.502286896441419226e-04,-9.794033490027326039e+00
0.000000000000000000e+00,-1.502286904313226003e-04,-9.794033490171189626e+00
0.000000000000000000e+00,-1.502286912185032508e-04,-9.794033490315054991e+00
0.000000000000000000e+00,-1.502286920056839555e-04,-9.794033490458920355e+00
0.000000000000000000e+00,-1.502286927928646060e-04,-9.794033490602785719e+00
0.000000000000000000e+00,-1.502286935800453108e-04,-9.794033490746649306e+00
0.000000000000000000e+00,-1.502286943672259613e-04,-9.794033490890516447e+00
0.000000000000000000e+00,-1.502286951544066389e-04,-9.794033491034380035e+00
0.000000000000000000e+00,-1.502286959415872895e-04,-9.794033491178245399e+00
0.000000000000000000e+00,-1.502286967287679671e-04,-9.794033491322110763e+00
0.000000000000000000e+00,-1.502286975159486176e-04,-9.794033491465976127e+00
0.000000000000000000e+00,-1.502286983031293223e-04,-9.794033491609843267e+00
0.000000000000000000e+00,-1.502286990903099729e-04,-9.794033491753706855e+00
0.000000000000000000e+00,-1.502286998774906234e-04,-9.794033491897570443e+00
0.000000000000000000e+00,-1.502287006646712739e-04,-9.794033492041437583e+00
0.000000000000000000e+00,-1.502287014518519515e-04,-9.794033492185301171e+00
0.000000000000000000e+00,-1.502287022390326021e-04,-9.794033492329166535e+00
0.000000000000000000e+00,-1.502287030262132526e-04,-9.794033492473031899e+00
0.000000000000000000e+00,-1.502287038133939031e-04,-9.794033492616895487e+00
0.000000000000000000e+00,-1.502287046005745536e-04,-9.794033492760762627e+00
0.000000000000000000e+00,-1.502287053877552313e-04,-9.794033492904627991e+00
0.000000000000000000e+00,-1.502287061749358547e-04,-9.794033493048491579e+00
0.000000000000000000e+00,-1.502287069621165323e-04,-9.794033493192358719e+00
0.000000000000000000e+00,-1.502287077492971557e-04,-9.794033493336222307e+00
0.000000000000000000e+00,-1.502287085364778063e-04,-9.794033493480087671e+00
0.000000000000000000e+00,-1.502287093236584297e-04,-9.794033493623953035e+00
0.000000000000000000e+00,-1.502287101108391073e-04,-9.794033493767818399e+00
0.000000000000000000e+00,-1.502287108980197036e-04,-9.794033493911681987e+00
0.000000000000000000e+00,-1.502287116852003813e-04,-9.794033494055547351e+00
0.000000000000000000e+00,-1.502287124723809776e-04,-9.794033494199412715e+00
0.000000000000000000e+00,-1.502287132595616281e-04,-9.794033494343278079e+00
0.000000000000000000e+00,-1.502287140467422786e-04,-9.794033494487145219e+00
0.000000000000000000e+00,-1.502287148339229020e-04,-9.794033494631010583e+00
0.000000000000000000e+00,-1.502287156211035255e-04,-9.794033494774875948e+00
0.000000000000000000e+00,-1.502287164082841760e-04,-9.794033494918741312e+00
0.000000000000000000e+00,-1.502287171954647723e-04,-9.794033495062603123e+00
0.000000000000000000e+00,-1.502287179826454228e-04,-9.794033495206468487e+00
0.000000000000000000e+00,-1.502287187698260191e-04,-9.794033495350333851e+00
0.000000000000000000e+00,-1.502287195570066697e-04,-9.794033495494199215e+00
0.000000000000000000e+00,-1.502287203441872660e-04,-9.794033495638064579e+00
0.000000000000000000e+00,-1.502287211313679165e-04,-9.794033495781929943e+00
0.000000000000000000e+00,-1.502287219185485128e-04,-9.794033495925795307e+00
0.000000000000000000e+00,-1.502287227057291633e-04,-9.794033496069658895e+00
0.000000000000000000e+00,-1.502287234929097597e-04,-9.794033496213524259e+00
0.000000000000000000e+00,-1.502287242800903831e-04,-9.794033496357391400e+00
0.000000000000000000e+00,-1.502287250672709794e-04,-9.794033496501254987e+00
0.000000000000000000e+00,-1.502287258544516028e-04,-9.794033496645122128e+00
0.000000000000000000e+00,-1.502287266416321991e-04,-9.794033496788985715e+00
0.000000000000000000e+00,-1.502287274288128225e-04,-9.794033496932851079e+00
0.000000000000000000e+00,-1.502287282159934189e-04,-9.794033497076716444e+00
0.000000000000000000e+00,-1.502287290031740423e-04,-9.794033497220581808e+00
0.000000000000000000e+00,-1.502287297903546386e-04,-9.794033497364447172e+00
0.000000000000000000e+00,-1.502287305775352349e-04,-9.794033497508314312e+00
0.000000000000000000e+00,-1.502287313647158312e-04,-9.794033497652179676e+00
0.000000000000000000e+00,-1.502287321518964275e-04,-9.794033497796045040e+00
0.000000000000000000e+00,-1.502287329390770510e-04,-9.794033497939910404e+00
0.000000000000000000e+00,-1.502287337262576473e-04,-9.794033498083773992e+00
0.000000000000000000e+00,-1.502287345134382165e-04,-9.794033498227641132e+00
0.000000000000000000e+00,-1.502287353006188399e-04,-9.794033498371506496e+00
0.000000000000000000e+00,-1.502287360877994091e-04,-9.794033498515370084e+00
0.000000000000000000e+00,-1.502287368749800325e-04,-9.794033498659235448e+00
0.000000000000000000e+00,-1.502287376621606017e-04,-9.794033498803099036e+00
0.000000000000000000e+00,-1.502287384493411709e-04,-9.794033498946964400e+00
0.000000000000000000e+00,-1.502287392365217402e-04,-9.794033499090829764e+00
0.000000000000000000e+00,-1.502287400237023636e-04,-9.794033499234693352e+00
0.000000000000000000e+00,-1.502287408108829328e-04,-9.794033499378560492e+00
0.000000000000000000e+00,-1.502287415980635020e-04,-9.794033499522424080e+00
0.000000000000000000e+00,-1.502287423852440983e-04,-9.794033499666289444e+00
0.000000000000000000e+00,-1.502287431724246946e-04,-9.794033499810154808e+00
0.000000000000000000e+00,-1.502287439596052367e-04,-9.794033499954020172e+00
0.000000000000000000e+00,-1.502287447467858601e-04,-9.794033500097889089e+00
0.000000000000000000e+00,-1.502287455339664022e-04,-9.794033500241752677e+00
