ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.470750207179785587e-04,-9.793466252187798204e+00
0.000000000000000000e+00,-1.470750215111287450e-04,-9.793466252329698918e+00
0.000000000000000000e+00,-1.470750223042789043e-04,-9.793466252471597855e+00
0.000000000000000000e+00,-1.470750230974290365e-04,-9.793466252613498568e+00
0.000000000000000000e+00,-1.470750238905791957e-04,-9.793466252755397505e+00
0.000000000000000000e+00,-1.470750246837293550e-04,-9.793466252897294666e+00
0.000000000000000000e+00,-1.470750254768794871e-04,-9.793466253039193603e+00
0.000000000000000000e+00,-1.470750262700296464e-04,-9.793466253181094316e+00
0.000000000000000000e+00,-1.470750270631798057e-04,-9.793466253322993254e+00
0.000000000000000000e+00,-1.470750278563299378e-04,-9.793466253464893967e+00
0.000000000000000000e+00,-1.470750286494800971e-04,-9.793466253606792904e+00
0.000000000000000000e+00,-1.470750294426302022e-04,-9.793466253748690065e+00
0.000000000000000000e+00,-1.470750302357803614e-04,-9.793466253890589002e+00
0.000000000000000000e+00,-1.470750310289304936e-04,-9.793466254032489715e+00
0.000000000000000000e+00,-1.470750318220806257e-04,-9.793466254174388652e+00
0.000000000000000000e+00,-1.470750326152307579e-04,-9.793466254316291142e+00
0.000000000000000000e+00,-1.470750334083808901e-04,-9.793466254458188303e+00
0.000000000000000000e+00,-1.470750342015310493e-04,-9.793466254600085463e+00
0.000000000000000000e+00,-1.470750349946811544e-04,-9.793466254741986177e+00
0.000000000000000000e+00,-1.470750357878312865e-04,-9.793466254883885114e+00
0.000000000000000000e+00,-1.470750365809813916e-04,-9.793466255025784051e+00
0.000000000000000000e+00,-1.470750373741315509e-04,-9.793466255167684764e+00
0.000000000000000000e+00,-1.470750381672816830e-04,-9.793466255309585478e+00
0.000000000000000000e+00,-1.470750389604317881e-04,-9.793466255451482638e+00
0.000000000000000000e+00,-1.470750397535818931e-04,-9.793466255593381575e+00
0.000000000000000000e+00,-1.470750405467320524e-04,-9.793466255735280512e+00
0.000000000000000000e+00,-1.470750413398821304e-04,-9.793466255877181226e+00
0.000000000000000000e+00,-1.470750421330322625e-04,-9.793466256019081939e+00
0.000000000000000000e+00,-1.470750429261823676e-04,-9.793466256160980876e+00
0.000000000000000000e+00,-1.470750437193325268e-04,-9.793466256302879813e+00
0.000000000000000000e+00,-1.470750445124826048e-04,-9.793466256444778750e+00
0.000000000000000000e+00,-1.470750453056327370e-04,-9.793466256586677687e+00
0.000000000000000000e+00,-1.470750460987828420e-04,-9.793466256728574848e+00
0.000000000000000000e+00,-1.470750468919329742e-04,-9.793466256870477338e+00
0.000000000000000000e+00,-1.470750476850830521e-04,-9.793466257012376275e+00
0.000000000000000000e+00,-1.470750484782331572e-04,-9.793466257154275212e+00
0.000000000000000000e+00,-1.470750492713832893e-04,-9.793466257296174149e+00
0.000000000000000000e+00,-1.470750500645333402e-04,-9.793466257438073086e+00
0.000000000000000000e+00,-1.470750508576834452e-04,-9.793466257579972023e+00
0.000000000000000000e+00,-1.470750516508335774e-04,-9.793466257721872736e+00
0.000000000000000000e+00,-1.470750524439836825e-04,-9.793466257863771673e+00
0.000000000000000000e+00,-1.470750532371337333e-04,-9.793466258005670610e+00
0.000000000000000000e+00,-1.470750540302838655e-04,-9.793466258147569548e+00
0.000000000000000000e+00,-1.470750548234339434e-04,-9.793466258289468485e+00
