accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-1.573862716094328457e-03,-1.120727046942450976e-03,-9.797457664674636746e+00
-5.695906388341127197e-03,2.824303085709126224e-03,-9.790817674722235964e+00
4.712024277279224307e-03,-5.444538098122768226e-03,-9.788259566465720596e+00
3.072322236940253169e-03,2.810486396518039058e-04,-9.795091615159607912e+00
-5.357594562854641558e-05,-2.142726350256709232e-03,-9.802708114069714540e+00
4.051828101707647832e-05,-1.280907657622098669e-02,-9.792694604172199391e+00
-3.323122152282549820e-03,6.732089724573381458e-03,-9.798018706293335711e+00
-3.926005742826250804e-03,1.847072635128818412e-03,-9.796779788827938873e+00
-6.598078793348606703e-04,4.224736546624373139e-03,-9.795592909689409211e+00
-7.026755284475804872e-03,-4.626416574578318466e-03,-9.785200550652737306e+00
-1.146632646436141628e-02,4.469617693361726055e-03,-9.794903791988213371e+00
4.825067719949086183e-03,-2.177387730629051429e-03,-9.796385935337386996e+00
-2.029431198926171919e-03,-3.023348632438656487e-03,-9.788556777060055225e+00
2.567363264195792437e-03,-7.218685435348677105e-03,-9.796445220981212287e+00
-5.658984547671816467e-03,-1.278917750218769127e-02,-9.799427171492000710e+00
4.960253554105932550e-03,-1.319246940093116464e-03,-9.796963191569622253e+00
1.139569700764527351e-03,7.426090400188843643e-03,-9.794406560738577738e+00
-2.003092161331082328e-03,4.531015704704007604e-04,-9.792930532816413347e+00
-5.639817336541327886e-03,-4.774465849584633636e-04,-9.796432018478993697e+00
1.187200141292448245e-03,1.459613819635356777e-03,-9.797948010269545094e+00
6.863542252548415594e-03,5.878481430612205252e-03,-9.787442050311538466e+00
-2.800962370114138279e-03,-2.135265515323614091e-04,-9.793966197035596011e+00
-2.220467580094403776e-03,-5.066243823028562625e-03,-9.796443185337169623e+00
1.400027958258346890e-03,-2.305479601342743864e-03,-9.787115352122244261e+00
8.389819579541522160e-03,9.329802204866198545e-03,-9.795492136131061400e+00
5.947039652701178146e-03,-1.017688451447921853e-02,-9.792026824331136581e+00
3.597723424194150879e-03,2.487893079707336787e-04,-9.792618215843319263e+00
-5.070669426966551395e-03,-4.765789394678261737e-03,-9.800242923946326457e+00
2.286176238970346122e-03,6.193177722725987143e-04,-9.790053733189580498e+00
7.416710184797849735e-03,-4.135177086933547463e-03,-9.798426284033405764e+00
